2025-11-29 23:01:15,206 | INFO | root | ===== Run Started =====
2025-11-29 23:01:15,207 | INFO | root | RUN_ID: 20251129T173115Z
2025-11-29 23:01:15,207 | INFO | root | User Query: integration test run
2025-11-29 23:01:15,208 | INFO | root | Config file loaded successfully.
2025-11-29 23:01:15,209 | INFO | root | PlannerAgent completed. Saved planner.json
2025-11-29 23:01:15,209 | INFO | root | Reading dataset: data/synthetic_fb_ads_undergarments.csv
2025-11-29 23:01:15,232 | INFO | root | Running dataset validation...
2025-11-29 23:01:15,233 | INFO | root | ✔ All required columns are present.
2025-11-29 23:01:15,234 | WARNING | root | ⚠ Column 'spend' contains 113 null values.
2025-11-29 23:01:15,234 | WARNING | root | ⚠ Column 'clicks' contains 152 null values.
2025-11-29 23:01:15,234 | WARNING | root | ⚠ Column 'revenue' contains 133 null values.
2025-11-29 23:01:15,234 | WARNING | root | ⚠ Column 'roas' contains 9 null values.
2025-11-29 23:01:15,234 | INFO | root | ✔ Null/type checks completed.
2025-11-29 23:01:15,747 | INFO | root | ✔ Data summary created.
2025-11-29 23:01:15,748 | INFO | root | DataAgent summary complete. Saved data_summary.json
2025-11-29 23:01:15,748 | INFO | root | Generating hypotheses for campaigns...
2025-11-29 23:01:15,748 | INFO | root | ✔ Hypotheses generated.
2025-11-29 23:01:15,749 | INFO | root | InsightAgent generated hypotheses. Saved hypotheses.json
2025-11-29 23:01:15,749 | INFO | root | Validating hypotheses...
2025-11-29 23:01:15,749 | INFO | root | ✔ Validation complete.
2025-11-29 23:01:15,749 | INFO | root | EvaluatorAgent completed. Saved reports/insights.json
2025-11-29 23:01:15,750 | INFO | root | Generating creatives...
2025-11-29 23:01:15,750 | INFO | root | ✔ Creatives generated.
2025-11-29 23:01:15,750 | INFO | root | CreativeAgent completed. Saved reports/creatives.json
2025-11-29 23:01:15,750 | INFO | root | Final Report generated → reports\report.md
2025-11-29 23:01:15,751 | INFO | root | Metrics written.
2025-11-29 23:01:15,751 | INFO | root | ===== Run Completed Successfully =====
2025-11-29 23:01:15,751 | INFO | root | Logs Folder: logs/20251129T173115Z
