2025-11-29 20:56:20,146 | INFO | root | ===== Run Started =====
2025-11-29 20:56:20,146 | INFO | root | RUN_ID: 20251129T152620Z
2025-11-29 20:56:20,146 | INFO | root | User Query: Analyze ROAS drop
2025-11-29 20:56:20,146 | INFO | root | Config file loaded successfully.
2025-11-29 20:56:20,146 | INFO | agents.data_agent | Loading data from data/synthetic_fb_ads_undergarments.csv
2025-11-29 20:56:20,334 | INFO | root | PlannerAgent completed. Saved planner.json
2025-11-29 20:56:20,334 | INFO | agents.data_agent | Analyzing Date Range: 2025-03-17 to 2025-03-31
2025-11-29 20:56:20,381 | INFO | root | DataAgent summary complete. Saved data_summary.json
2025-11-29 20:56:20,381 | INFO | root | Generated 0 hypotheses.
2025-11-29 20:56:20,381 | INFO | root | InsightAgent generated hypotheses. Saved hypotheses.json
2025-11-29 20:56:20,381 | INFO | root | Validated 0 insights (min_conf=0.6).
2025-11-29 20:56:20,396 | INFO | root | EvaluatorAgent completed. Saved reports/insights.json
2025-11-29 20:56:20,396 | INFO | root | Generated creatives for 0 campaigns.
2025-11-29 20:56:20,396 | INFO | root | CreativeAgent completed. Saved reports/creatives.json
2025-11-29 20:56:20,396 | INFO | root | Final Report generated → reports/report.md
2025-11-29 20:56:20,396 | INFO | root | ===== Run Completed Successfully =====
2025-11-29 20:56:20,396 | INFO | root | Logs Folder: logs/20251129T152620Z
2025-11-29 20:56:20,396 | INFO | root | ======================================
